system:index,16924_01_Chirchik,16924_02_Chirchik,16924_03_Chirchik,16924_04_Chirchik,16924_05_Chirchik,16924_06_Chirchik,16924_07_Chirchik,16924_08_Chirchik,16924_09_Chirchik,16924_10_Chirchik,16936_01_Inflow Toktogul,16936_02_Inflow Toktogul,16936_03_Inflow Toktogul,16936_04_Inflow Toktogul,16936_05_Inflow Toktogul,16936_06_Inflow Toktogul,16936_07_Inflow Toktogul,16936_08_Inflow Toktogul,16936_09_Inflow Toktogul,16936_10_Inflow Toktogul,16938_01_Karadarya,16938_02_Karadarya,16938_03_Karadarya,16938_04_Karadarya,16938_05_Karadarya,16938_06_Karadarya,16938_07_Karadarya,16938_08_Karadarya,16938_09_Karadarya,16938_10_Karadarya,17089_01_Vakhsh,17089_02_Vakhsh,17089_03_Vakhsh,17089_04_Vakhsh,17089_05_Vakhsh,17089_06_Vakhsh,17089_07_Vakhsh,17089_08_Vakhsh,17089_09_Vakhsh,17089_10_Vakhsh,17137_01_Kofarnikhan,17137_02_Kofarnikhan,17137_03_Kofarnikhan,17137_04_Kofarnikhan,17137_05_Kofarnikhan,17137_06_Kofarnikhan,17137_07_Kofarnikhan,17137_08_Kofarnikhan,17137_09_Kofarnikhan,17137_10_Kofarnikhan,17461_01_Zeravshan,17461_02_Zeravshan,17461_03_Zeravshan,17461_04_Zeravshan,17461_05_Zeravshan,17461_06_Zeravshan,17461_07_Zeravshan,17461_08_Zeravshan,17461_09_Zeravshan,17461_10_Zeravshan,Year-Month,.geo
65,0.146889952,0.415087719,0.454320988,0.988333333,3.912847222,7.035789474,21.16709957,39.09003436,57.33703704,69.07692308,0.159333333,0.07,0.322222222,0.628333333,1.739333333,7.793433195,11.95,16.73804714,33.86094276,50.985,0.522993827,0.102930403,0.346478873,0.3184573,0.293939394,1.335416667,3.518085106,9.238993711,25.50618557,52.98173077,0.366,0.761333333,3.907407407,12.83057509,20.85646259,35.80970696,52.06528245,56.43232323,66.4185567,72.49933333,0.049206349,0.004716981,0,0.181699346,0.364686469,0.264646465,0.865608466,5.749806378,35.52704702,72.02092889,0.081205674,0.161728395,0.461437908,0.799038462,1.665248227,10.06066667,28.27633333,46.95170068,61.92446483,70.48689459,2009-06,"{""type"":""Point"",""coordinates"":[70.83708206585142,38.23169019768508]}"
0000000000000000008e,28.63964912,36.16561404,46.56080247,53.38541667,57.88680556,60.24842105,62.43203463,64.07216495,64.94646465,65.58974359,17.03242222,22.90086667,28.76342263,37.95375,43.29466667,46.868,47.96733333,47.30037153,50.52571694,55.57133333,23.4013448,34.26996337,38.01502347,41.69476584,43.30580087,43.50535714,48.45070922,51.77798742,60.29037801,65.26955128,7.550969697,21.71833333,32.08059909,37.436,40.04421769,49.31733333,54.82390572,55.91937149,60.9822604,68.55162037,0.001587302,0.033018868,0.001666667,3.229084967,8.535313531,12.53164983,26.54646465,45.2605178,59.59150943,67.20231023,1.625177305,6.44845679,13.89705882,20.30641026,28.98242711,38.738,47.97375758,59.28367347,63.55321101,66.82678063,2012-11,"{""type"":""Point"",""coordinates"":[70.83708206585142,38.23169019768508]}"
000000000000000000f3,5.275438596,18.21157895,34.85493827,48.35375,61.55451389,68.33649123,74.00952381,76.42302405,76.26060606,75.23247863,2.788333333,8.551,14.12255892,27.118,40.14366667,48.697,54.06466667,55.59326599,61.75420875,65.708,0.615911026,4.22014652,14.43474178,29.39283747,42.6969697,51.74459154,62.85815603,69.30626762,75.01924399,76.34589965,2.188,28.24250575,54.95454545,70.42845977,72.15654469,76.69243678,74.67304075,73.58420992,75.00721649,75.2315977,0.006349206,0.027044025,0.071666667,0.012745098,0.184818482,2.50976431,22.84511785,62.86086055,78.43503578,79.81292819,0.066385424,0.491592167,7.136883029,25.58458223,43.62446809,58.17864368,67.98463218,74.84788881,75.70512496,75.35866981,2021-04,"{""type"":""Point"",""coordinates"":[70.83708206585142,38.23169019768508]}"
0000000000000000000e,36.00069572,63.47254256,69.49271971,71.59122107,72.98641476,72.93226545,72.7077121,72.01434334,71.38858744,70.76562182,36.74080745,43.79278261,49.59039672,60.43238904,62.5097412,69.01134576,68.41999341,69.39398122,68.51638158,68.5935799,3.676123554,15.73405683,35.05551093,44.86284772,55.14402409,61.85507986,67.2244835,69.61866586,72.99313394,73.14123377,30.42269718,62.12955759,66.9114794,71.24385521,68.95748456,73.3224128,71.18469073,70.71495163,72.60365131,73.8028931,1.710662526,6.105414274,7.480869565,10.28175618,14.22643134,33.21734394,66.32946098,75.89398782,77.50779327,75.0951356,11.49953747,22.7310789,44.3645638,54.0626053,59.84796346,66.39034325,70.37617544,72.3256433,72.13282808,71.14595978,2002-03,"{""type"":""Point"",""coordinates"":[70.83708206585142,38.23169019768508]}"
000000000000000000db,1.364366472,3.903508772,15.30679012,27.68041667,46.55347222,61.78666667,71.09047619,74.98522337,75.03333333,74.39786325,0.284,0.910666667,2.491245791,9.102076923,16.88091379,28.39835351,38.27161713,44.14133984,53.00131916,61.11478168,0.747141001,0.207692308,0.289671362,3.580165289,9.000909091,20.42113095,35.76268997,44.21099861,59.36971036,69.41759386,0.644666667,11.53466667,29.6,46.83733333,51.38401361,68.39966667,70.06666667,69.7989899,73.90343643,74.57666667,0.026984127,0.10754717,0.046333333,0.103594771,0.500990099,3.076094276,19.38383838,60.11553398,77.21823899,77.36831683,0.479078014,0.689814815,4.52745098,18.52211538,35.55780142,53.37733333,65.38333333,73.7744898,74.61743119,72.8037037,2019-04,"{""type"":""Point"",""coordinates"":[70.83708206585142,38.23169019768508]}"
33,8.461040532,26.80175439,44.50987654,56.60041667,65.64097222,71.57824561,74.71168831,76.70893471,76.2959596,76.07008547,1.027333333,6.319666667,11.02279113,24.40251314,41.83061693,54.58506328,56.27806001,59.78214696,63.55512726,65.91633333,4.491358025,12.65677656,15.10892019,21.21818182,25.69835017,33.92797619,47.58097925,54.79869971,64.59049301,70.63499579,2.952,26.84233333,51.73549784,69.09204762,72.08345649,76.34629885,75.27942645,72.56603971,74.03642612,74.46043478,0.055555556,0.03490566,0.024666667,0.242810458,7.507920792,11.64540645,32.55740741,65.61772841,78.91394879,81.58429986,0.70070922,1.059876543,4.017391586,14.31508191,28.22037629,47.40797619,61.39401724,71.86533963,74.76839419,73.88493397,2005-04,"{""type"":""Point"",""coordinates"":[70.83708206585142,38.23169019768508]}"
93,2.642105263,12.56947368,27.41666667,40.97583333,54.390625,63.55157895,69.27792208,72.82233677,74.04882155,74.33504274,0.217333333,1.106333333,2.974410774,9.996147037,18.65546855,26.74532124,34.57370879,37.5296513,46.09843893,54.66315152,0.49845679,0.295238095,2.882159624,7.339118457,13.97424242,22.9827381,34.55851064,40.25786164,53.07216495,63.07788462,1.585,17.9483468,33.93164983,41.89374074,40.09098906,58.423,62.23872054,64.67419651,69.57525773,71.69054762,0.055555556,0.106603774,0.048333333,0.038888889,0.256624234,2.42020202,23.5362344,62.71804849,78.78036525,80.27920792,0.158865248,1.044135802,6.740522876,20.27467949,36.7501576,52.51033333,64.2162963,72.93696145,74.99571865,74.34501425,2013-04,"{""type"":""Point"",""coordinates"":[70.83708206585142,38.23169019768508]}"
000000000000000000be,29.47469363,37.10350877,43.22561728,45.55,52.05729167,60.42350877,66.57316017,68.60687285,68.62491582,67.64087302,18.58304981,29.51550192,37.41791188,48.52883333,53.63428571,53.8522381,56.94833333,60.11683502,62.47710438,64.23966667,35.54969136,40.1989011,44.78356808,48.52051867,51.53848485,53.22445608,58.23546099,60.89245283,66.91168385,67.77820513,30.11283333,34.801,40.28282828,48.172,53.68435374,61.66466667,60.19292929,60.97239057,62.72233677,68.93920523,25.94444444,24.67421384,25.64666667,27.35653595,28.35219236,30.68204873,35.70942761,47.3086865,59.48578167,66.32376238,20.70460993,18.45030864,25.54542484,30.20802387,36.80291287,45.00929606,51.1821339,60.0787172,63.35076453,66.70683761,2016-11,"{""type"":""Point"",""coordinates"":[70.83708206585142,38.23169019768508]}"
0000000000000000009f,12.66193285,32.53614035,48.09907407,58.28541667,66.00416667,70.41894737,73.11298701,74.76323024,73.45286195,72.77735043,1.012333333,3.886,8.01952862,16.085,23.58766667,30.90366667,39.35033333,40.93636364,49.34410774,54.741,0.414958113,2.524908425,10.97370892,21.01900826,27.82363636,34.10505952,43.52269504,48.2836478,60.76735395,68.56570513,4.185333333,33.41,52.25827321,61.25133333,61.54344023,71.17721429,70.93771044,68.29377104,71.21597938,72.50808333,0.003571429,0.016352201,0.042333333,0.122875817,0.575247525,6.41952862,42.85690236,70.43662842,78.45503145,79.58052805,0.121631206,1.15617284,9.523202614,23.83846154,35.71241135,50.49566667,60.329,70.39081633,72.84036697,73.17720798,2014-04,"{""type"":""Point"",""coordinates"":[70.83708206585142,38.23169019768508]}"
0000000000000000009a,15.16930874,22.15386876,28.34947768,32.71708333,36.76041667,41.78035088,48.04928881,51.95738832,57.77744108,60.41153846,8.401752381,14.34470293,23.46482583,29.56980831,35.36147373,40.14503158,46.79222989,45.11275748,52.60529432,59.2450293,8.459805318,10.55604396,17.31877934,25.58815427,31.02570485,33.39170185,39.71895465,43.11408106,53.4771134,62.12211538,4.892501832,24.01419048,38.9946667,44.24321657,47.18558499,56.3344711,57.37893218,58.27639771,62.69539976,67.1805676,0.007142857,0.13254717,0.138190476,0.215709617,0.809123055,4.092568543,14.27340067,31.32714337,48.39469901,63.93314474,1.257446809,3.741666667,11.28450047,17.27330586,24.50602837,31.74419048,40.92985714,51.33646744,57.57678025,64.32876815,2013-11,"{""type"":""Point"",""coordinates"":[70.83708206585142,38.23169019768508]}"
61,66.1037594,73.04736842,72.28869048,71.80848214,70.54724702,70.1887218,69.81261596,69.30891016,69.06096681,68.2421822,67.24374737,70.34091055,70.20793091,70.28365741,68.36252684,69.97484728,70.80427757,70.32148829,69.04322166,68.42325118,25.12475799,58.68381883,64.0761793,66.9940514,68.53917749,68.34151786,70.15691489,69.99427224,70.49558174,70.33035714,64.10286804,73.72886243,72.98428732,71.0075,70.23740925,70.27464286,70.96221595,70.17359775,70.33213672,71.6684554,0.128826531,1.410040431,6.263029101,14.53205727,33.05618419,64.49380044,74.04978355,73.60263523,72.81637466,70.32779349,5.495440729,26.03506516,50.97294844,59.60304057,63.62289572,67.82001323,69.57828042,69.61588921,69.96330275,70.22985348,2009-02,"{""type"":""Point"",""coordinates"":[70.83708206585142,38.23169019768508]}"
89,0.16877193,0.218947368,0.264506173,0.47625,1.007638889,1.465263158,4.779220779,13.01683849,27.08888889,43.75384615,0.180666667,0.299333333,0.404377104,0.661,0.532666667,2.53945977,2.951666667,5.821548822,14.74949495,35.63366667,0.079938272,0.066300366,0.283568075,0.340495868,0.333030303,0.695833333,1.239361702,3.914150943,11.42852234,38.03974359,0.382666667,0.418333333,1.07003367,5.673,10.50680272,21.07066667,37.46161616,46.5956229,57.74364261,68.915,0.148015873,0.001572327,0.046333333,0.021568627,0.134653465,0.399326599,0.886195286,2.022330097,15.5927673,55.24620462,0.106737589,0.26882716,0.374836601,0.486858974,0.917021277,3.623,12.67166667,27.61870748,46.22201835,63.77863248,2012-06,"{""type"":""Point"",""coordinates"":[70.83708206585142,38.23169019768508]}"
55,72.64537205,75.29546279,75.35185185,75.35689655,74.92744253,74.49981851,74.66681594,73.6605048,72.48902821,70.8576481,70.69285649,69.95724541,69.21664214,68.96201828,66.80849597,69.18928014,69.73982171,69.21628701,67.88486938,67.47896552,75.02586207,69.06858659,66.72753764,67.95411798,68.47617555,68.02205665,68.83639032,69.82986337,70.84607181,70.48972149,71.71010885,76.04663251,74.39590852,73.24857495,71.98514922,71.93293793,69.79174891,67.22641761,67.87082537,68.96957714,9.953612479,16.63597918,22.78724138,37.93823404,56.49074631,69.83431086,75.12128151,74.89360509,73.79475409,71.89077349,46.96625092,51.41123883,62.50242306,63.93324934,65.76454879,67.40704879,69.10388659,69.17429614,69.05613085,68.87929575,2008-02,"{""type"":""Point"",""coordinates"":[70.83708206585142,38.23169019768508]}"
0000000000000000005e,30.53412141,65.34604961,72.73472901,74.06666667,73.96041667,74.3122807,74.4974026,73.26632302,72.82323232,71.67179487,12.1642,28.00157221,44.35624989,56.82469444,60.99664899,62.61375862,67.65338095,67.69090909,67.65185185,68.063,1.304960317,18.05274725,36.28826291,43.95426997,46.03014493,44.81607143,52.01737589,56.89245283,66.68178694,70.125,7.713666667,34.86299034,59.26213863,63.91644689,66.31020408,70.13533333,69.15117845,69.24309764,70.01461374,69.98492593,1.887301587,0.609433962,0.549666667,0.495751634,0.354125413,5.420538721,27.37474747,58.79038373,68.62421384,70.01353135,0.40248227,6.340432099,21.17799564,34.69797009,44.87978723,53.381,59.02733333,64.26666667,66.15657492,67.45048433,2008-11,"{""type"":""Point"",""coordinates"":[70.83708206585142,38.23169019768508]}"
0000000000000000002f,60.51783181,66.55317104,67.64231224,68.31854508,68.16097333,68.10770914,68.72399688,67.10824969,66.4631357,66.37100788,46.53168727,46.94943399,52.24531807,58.13632666,61.5248852,63.33413549,64.26527996,65.053019,65.89551283,66.04935484,47.62782603,56.67569137,61.23398455,62.47374034,61.04809384,60.78312212,65.39670556,65.71728545,68.62620552,68.37096774,53.53,68.01451613,68.82237062,68.25171789,67.59381986,68.17089241,67.80032333,68.21771863,68.98108107,69.76968441,7.431551459,16.58417529,19.42779355,32.06750158,42.4420313,57.24164223,68.31117628,70.0062637,68.45891662,66.38454168,30.28837533,44.26512097,62.44718533,66.88306452,68.43376802,68.84225806,68.57135484,68.43640806,67.57336643,66.62326709,2004-12,"{""type"":""Point"",""coordinates"":[70.83708206585142,38.23169019768508]}"
77,27.8575488,39.3445072,43.62849256,46.28856567,50.60257422,54.55144312,57.967323,59.58120795,61.94330401,61.93589744,37.40054742,40.85242283,39.7135037,46.46996848,46.87509219,53.35349588,57.18902744,58.79659498,61.58567109,64.42316522,32.72577445,48.76545594,50.81536908,54.2825453,54.07700892,54.88043865,58.47136416,61.15249696,65.33467274,68.56872415,2.369354839,14.48032258,33.7285199,41.86873118,49.52004439,56.88437673,56.34446939,59.16372529,62.39317343,69.01704075,0.013056836,0.173158856,0.360645161,0.080328906,0.355477483,1.292929293,4.629195178,14.47369245,34.3831406,55.76173746,0.040150995,0.606332139,2.557126291,5.309449959,9.588305226,19.76004608,31.25483871,43.81375905,52.97514057,62.59017247,2010-12,"{""type"":""Point"",""coordinates"":[70.83708206585142,38.23169019768508]}"
106,31.93448853,55.64954386,63.7861454,67.03018519,68.96844136,69.69196881,70.52414622,70.13970981,69.66382342,68.49040836,8.407614746,16.71274074,30.86946992,49.62829487,58.8771869,67.7102048,69.11136614,68.40684624,68.06393132,67.52717095,8.376073497,24.59247049,40.51217447,51.31073958,56.21067858,58.36925586,63.87886063,66.82668726,70.48272094,71.44619654,17.05991314,56.78722585,65.30722138,70.18509734,70.67856044,71.49817342,69.23083814,68.33352376,69.24633744,71.68736752,0.046164021,0.40293501,0.314109834,1.184436431,9.121945298,27.36343168,57.7879964,71.39184004,74.2345877,73.40774487,2.730496454,10.50921662,30.73973543,48.27103596,58.96295481,66.13153685,69.24150319,70.86485521,71.12075468,70.88484831,2022-11,"{""type"":""Point"",""coordinates"":[70.83708206585142,38.23169019768508]}"
000000000000000000aa,44.84821732,71.49851614,75.50746714,77.05322581,76.18884409,75.98098472,75.70381232,74.26371799,73.35353535,72.2770885,48.30370968,54.88129032,60.73058125,66.01451613,65.06354839,69.48290323,65.99096774,66.38263278,66.27109808,67.25003424,16.08792741,30.8404821,46.56201726,55.01546254,60.67360704,63.65639401,67.35827042,69.5712112,71.74160293,72.29559553,27.21677419,65.01096774,70.26751385,73.1483871,70.84101382,72.04985337,70.15050393,69.52883675,70.8486864,72.0483871,0.25499232,0.36822885,0.345483871,0.714421252,6.005429575,33.1080234,67.99481264,74.78922643,75.00882532,73.20217183,4.647906658,12.7625448,31.80118069,46.34836937,55.43376802,63.59741935,68.91508065,71.27261103,71.93549408,71.52936311,2015-03,"{""type"":""Point"",""coordinates"":[70.83708206585142,38.23169019768508]}"
0000000000000000003c,71.31906026,74.31631741,74.46103001,74.22663902,73.16615743,73.20761429,73.27690497,71.84787468,72.09889407,70.48572248,70.4237446,68.59626178,68.15180115,67.51593716,67.44589834,67.67890255,68.10778337,66.82603158,66.03778252,65.72012463,70.48619863,72.79879716,70.94867036,71.18104452,71.11139907,70.40539725,71.73238513,71.77289119,72.65940442,71.25312348,68.5937447,74.13215917,72.36973538,69.95572331,69.43163799,70.01769296,68.75950648,69.0476271,68.96643531,70.94088541,12.91513057,29.72398052,40.03612903,55.56886225,65.3825189,68.71696088,71.53207964,72.09994497,71.44785991,69.35500026,48.71757035,47.09707288,54.04957682,56.56235858,59.55315888,63.19501046,64.43770487,66.2845911,66.79293136,67.9451985,2006-01,"{""type"":""Point"",""coordinates"":[70.83708206585142,38.23169019768508]}"
46,20.84498416,26.12760836,32.61796824,38.4878953,44.94479226,54.10179337,65.75746198,67.31774859,68.86862052,68.56653371,3.265970115,5.075456386,9.59456451,13.63391755,22.8428945,31.67029896,42.91781943,43.92128743,53.57631595,59.50245616,16.27555989,16.68361238,14.81428273,15.87958351,17.55936542,21.87147653,34.33506698,44.80353599,59.11019639,66.51940171,9.894286572,31.93547078,37.91316217,47.9821772,50.77033689,56.38569083,60.8033827,60.41423245,62.36687959,67.0321385,0.17968254,0.653999318,0.707619413,3.252582576,7.0844049,19.58016218,43.86213884,53.70716222,59.27186422,68.06020644,12.22087349,13.94141289,29.22922518,39.20085873,44.34132672,51.14259636,56.44259202,62.15601869,66.08478952,68.80844255,2006-11,"{""type"":""Point"",""coordinates"":[70.83708206585142,38.23169019768508]}"
88,0.582731021,0.495076401,1.2520908,3.299596774,8.730510753,15.77758913,34.27859238,49.25596596,63.94039393,69.55293631,0.217741935,0.120967742,0.449657869,0.717741935,2.750111235,11.94508065,16.27797377,22.19366652,36.77761904,53.25220019,0.083632019,0.337114498,0.375283962,0.48493735,0.786764418,4.310771889,10.32144897,20.70970288,37.90633984,61.47857145,0.363225806,0.959032258,8.042033236,19.6716129,23.26695194,43.80096774,55.18931248,60.27761486,67.35317592,72.17965109,0.107910906,0.032258065,0.281935484,0.067046173,0.336633663,0.44248941,1.587487781,12.31255872,46.63994435,74.46023635,0.139327385,0.162783751,0.537634409,1.487282878,3.307137955,16.16032258,35.66548387,55.53982883,66.76442735,71.58036945,2012-05,"{""type"":""Point"",""coordinates"":[70.83708206585142,38.23169019768508]}"
0000000000000000002d,0.599987873,1.057385399,3.735593389,8.116760753,16.54709554,23.53885136,30.54468939,35.67367254,39.80456175,45.81557761,0.191935484,0.596129032,1.968719453,5.79057842,12.11225806,18.02806452,23.55488172,25.34408602,34.26067123,43.12451613,0.302568698,0.272952854,3.940935938,7.379098907,9.039296188,13.97004608,21.49897049,27.74406573,36.45660126,51.90880893,1.340967742,7.252258065,13.60736396,20.11,28.97597103,45.18032258,48.89247312,54.93678723,61.70867975,68.53460512,0.066052227,0.209068777,0.259354839,0.344718533,0.603002236,1.536005213,8.813620072,20.70685875,35.81101643,52.68508464,0.06863418,0.766129032,3.334914611,6.888647643,9.774193548,17.01870968,25.20225806,35.71527321,44.78928677,57.55996691,2004-10,"{""type"":""Point"",""coordinates"":[70.83708206585142,38.23169019768508]}"
48,66.17163259,69.57033713,70.6062148,71.14032258,70.23246688,70.41983022,71.07610469,70.21582973,69.95307918,68.98014888,16.20075462,23.44860919,29.88489327,33.44901613,39.02419355,43.31959778,46.54239862,45.89129223,53.57869013,57.13988834,59.68399044,48.67919178,37.02589732,38.42042122,35.49417155,31.97944582,42.13715397,47.18166936,59.57465913,66.71712159,67.52901075,71.51645161,72.31671554,71.42806452,71.50691244,71.37612903,70.50677745,68.80254154,70.96740938,72.17210753,3.442114695,26.08848826,34.36986763,51.25939977,58.72437839,66.53825538,71.16962094,72.76145735,73.00728412,71.49513284,46.22717914,48.67358038,57.5265233,59.16383589,61.77144818,65.69468298,66.45607341,68.69822722,69.41260786,70.10753639,2007-01,"{""type"":""Point"",""coordinates"":[70.83708206585142,38.23169019768508]}"
0.00E+00,19.47129841,45.83002283,56.91380924,65.14518817,67.99989919,71.94801085,72.81112973,74.06820866,73.70664591,72.49127235,15.61129032,24.69,31.714174,41.3689824,51.26634409,59.50578431,59.91438378,57.56468254,61.09867652,63.71174194,0.96461452,6.639489543,20.11721945,33.28152493,42.60175953,45.83093318,56.59746054,61.42726719,68.31958763,71.67369727,18.95485893,52.60129285,61.81051839,68.88296289,68.53150347,74.09499444,71.16970851,69.25789189,72.84091144,73.83305983,0.027265745,0.059038344,0.149032258,1.047122075,6.544554455,25.00470781,59.14966193,77.01169248,79.71414732,78.96256374,0.333562114,5.412485066,18.47248577,34.97797767,47.94480865,59.42691425,66.82177936,73.31686203,74.66436826,74.48938245,2020-03,"{""type"":""Point"",""coordinates"":[70.83708206585142,38.23169019768508]}"
0000000000000000007a,49.72374029,69.02997405,74.44481282,75.77134872,76.20561156,76.03531409,75.95559279,75.36282009,74.11730205,73.16997519,18.97258065,24.77476085,33.58754396,48.88893215,55.97856774,64.74514438,65.33354839,64.83626588,67.26993944,68.66190829,31.73271207,37.97115232,45.16862032,51.59589627,53.75790252,56.19307922,62.98123565,66.3080152,70.56025595,71.64498246,38.20507651,66.77890225,68.07168459,72.57500297,71.89734574,73.07803115,71.43521983,69.97415846,71.81113044,72.47275986,0.05453149,3.093122337,6.221290323,11.31246047,18.19578822,38.56744207,68.63999515,77.03726903,77.47200243,76.16320664,5.618737131,13.12933094,31.69177133,48.5778536,58.42964997,66.26451613,69.89354839,72.56484529,72.83900562,73.11827957,2011-03,"{""type"":""Point"",""coordinates"":[70.83708206585142,38.23169019768508]}"
9,4.819447446,14.4432079,24.27718041,32.07419355,42.27724092,45.05127334,51.3477168,55.26894717,56.10408872,58.55086849,0.691451613,2.909659356,7.890699628,17.91903863,27.46480573,35.94743431,44.69333058,49.80927714,55.57224451,62.28723698,0.431071467,2.184686281,5.611775792,12.97901732,24.55126367,35.90657572,43.87920747,47.88310678,51.34486199,55.84668885,1.377096774,8.346129032,15.72224207,25.85789725,32.17975032,44.09354839,47.19450905,51.27527327,55.27780243,64.96117085,0.111367127,0.23432745,0.108709677,0.160657812,0.199297349,1.985337243,5.358413629,9.704308532,27.29975654,45.05046311,0.271791352,0.642174432,2.214104997,6.647257637,12.74536719,23.30903226,32.3344665,39.76761027,44.22918706,56.0664461,2001-10,"{""type"":""Point"",""coordinates"":[70.83708206585142,38.23169019768508]}"
000000000000000000bf,58.97792869,69.41901528,70.88500597,71.27137097,70.23252688,70.78336163,71.0222036,69.12685955,68.47474747,67.67659222,67.18024751,69.91103687,70.21146953,70.5984086,69.62741935,69.33258065,69.5328172,70.78275225,69.42841909,69.15480645,58.94850458,62.87553468,67.86097229,70.5659824,71.02697947,70.69077381,71.60934569,71.32946845,72.01463252,71.0058933,52.05906022,69.45953763,71.84149017,70.43326882,70.2156682,70.67024731,68.48738251,67.95731509,67.21567897,68.81869222,16.32834101,18.67741935,22.82741935,28.1771031,35.78856595,50.66170088,64.05236233,68.65831506,68.02099817,66.02625359,17.17776253,23.56242533,41.70588235,48.71122829,53.07172272,58.15947312,60.53549032,64.31108185,64.91170958,65.34118371,2016-12,"{""type"":""Point"",""coordinates"":[70.83708206585142,38.23169019768508]}"
26,32.01578092,69.2669685,75.40223019,76.96166667,77.24654022,76.56311262,76.81189778,75.88493515,74.20169436,72.9746936,33.55387097,58.0616129,67.82697947,73.05741935,73.89967742,74.09903226,72.67516129,72.63017269,71.13229065,68.9316129,5.956908832,22.23644098,46.4375284,62.80991736,71.80175953,74.91503456,76.71654084,76.60346926,76.96774194,74.57506203,12.61,51.83720046,71.2133594,74.9206129,75.07284398,75.79127957,75.36147496,74.47869013,74.3078151,74.4920179,0.070660522,0.219111382,0.181612903,0.092030361,0.62440115,12.45196046,53.71480813,72.77285247,76.32834246,75.30309805,0.705216198,7.077956989,26.85183515,46.14358322,56.4785879,65.04615385,69.92222974,71.45999826,71.67485829,71.68766289,2004-03,"{""type"":""Point"",""coordinates"":[70.83708206585142,38.23169019768508]}"
000000000000000000ef,57.25704584,70.75857385,72.88470729,74.12782258,73.63608871,73.75483871,73.94218685,72.87163286,70.97132616,68.86765922,46.57736679,53.11663658,57.1497048,62.34025286,64.49696422,69.63763881,70.79499755,69.9306616,69.83245789,68.4198817,44.17413381,62.70142089,64.54691285,68.28091819,69.41818369,69.37928055,71.72549188,72.29945222,74.55836382,73.80334988,44.50096774,68.10967742,73.59231919,73.04064516,72.61778582,73.39006452,71.67658566,71.20020481,71.52747161,72.08642798,36.54354136,29.36413056,27.73499444,28.50559095,28.33495256,41.81655262,61.08797654,69.99530222,72.58642727,72.11817311,17.67089911,25.03136201,35.99335863,38.81978908,42.50720659,49.28709677,56.93322581,64.15701119,66.00858242,69.80783016,2020-12,"{""type"":""Point"",""coordinates"":[70.83708206585142,38.23169019768508]}"
0000000000000000004a,39.39992669,67.26663194,72.11971116,74.05667746,73.94313996,74.36711941,74.52021442,73.14180806,72.69766405,71.89360338,3.904665147,6.840584385,13.51053013,25.01564028,35.63769717,42.17497403,48.79285038,49.90435986,55.70483805,60.76159064,1.209336064,9.099255583,23.69650159,33.90162623,37.5096323,40.52011955,51.89917681,60.55850729,67.8439304,71.39119236,34.82647943,70.47599039,74.205022,74.52549693,74.2745515,74.88020022,73.03342477,72.38089343,73.13228918,72.52832393,0.583717358,1.947352404,3.020967742,4.791271347,11.75822421,36.65086305,69.99489708,75.6594321,75.47553367,74.17080744,3.335277968,8.328788115,25.96011623,44.58203672,53.73185467,63.98354112,68.90444623,71.74484888,72.24214742,72.67130114,2007-03,"{""type"":""Point"",""coordinates"":[70.83708206585142,38.23169019768508]}"
000000000000000000cc,59.88746777,72.48613121,73.03455795,73.37137097,72.15356183,72.05636672,71.78676163,70.07382774,68.6210492,67.05577294,65.92578952,62.20567761,64.08909727,66.07941692,64.85579692,67.39387378,68.78214158,67.68449159,68.41605691,66.80969278,19.18461427,47.55329939,54.55175334,59.54986924,61.73548387,64.40815969,65.32326699,65.40931223,68.11110187,67.70719603,33.59775169,57.36604036,59.88428464,62.95204114,63.50421882,65.88795839,63.90416531,62.90413103,63.79958784,67.70447048,2.093244368,2.352028809,4.538203917,8.209499772,12.35394178,26.09893053,51.00639731,63.44073718,67.60772226,68.08526203,0.594813217,6.057603687,17.49862605,26.11037567,33.97624782,40.38087762,49.25871672,56.80345816,60.76151336,63.69123601,2018-01,"{""type"":""Point"",""coordinates"":[70.83708206585142,38.23169019768508]}"
0000000000000000000f,2.058076225,7.347731397,21.5252235,34.45905172,53.5018986,66.71869328,73.88713134,76.96658372,76.81887844,76.16578249,0.24137931,2.276206897,4.788202219,16.29374828,30.07028187,40.64566437,50.34090372,58.32807932,65.61626386,68.93473856,0.500817369,0.937855248,3.712395754,10.8949048,25.07925012,36.33634905,49.22192076,56.48662498,66.92661825,71.7385738,1.1688867,17.63499374,37.60045957,49.16406339,51.68700024,69.04358196,70.22809862,70.41768594,73.63931247,74.47002082,0.00410509,0.032984013,0.273448276,0.398012653,0.268680193,2.364882294,20.49385741,58.95694319,77.57460359,80.88315366,0.294203962,0.964621366,7.734125159,24.39977302,41.85580167,59.15754284,69.19238101,75.3122023,75.94346719,74.20568588,2002-04,"{""type"":""Point"",""coordinates"":[70.83708206585142,38.23169019768508]}"
